乘隙,顺便
丁一卯二,丁一确二
急风暴雨,疾风暴雨
当之有愧,愧不敢当
九囿,九州
兵舰,战舰
居不重席,居不重茵
褪色,磨灭
别具慧眼,远见卓识
恶徒,凶徒
深藏不露,大辩不言
佳话,美谈
十字街头,十字路口
万能,全能
公报私仇,官报私仇
垂涎三尺,馋涎欲滴
箕山之志,箕山之节
一干二净,六根清净
自取其辱,自欺欺人
复习,温习
挥之即去,麾之即去
枯窘,穷乏
逃匿,走避
轰轰烈烈,风风火火
挑夫,脚夫
精美,精采
财匮力绌,财竭力尽
内地,大陆
首府,省城
屋宇,房屋
分茅列土,分茅锡土
浮泛,虚浮
一阶半级,一阶半职
一扫而空,扫地以尽
低俗,媚俗
空心,空腹
云屯雨集,云屯星聚
稚拙,拙劣
本身,自身
雕章绘句,雕章缋句
下车伊始,下车之始
号叫,嗥叫
不得其死,不得善终
优待,厚待
得寸得尺,得尺得寸
雀角鼠牙,鼠雀之牙
动荡,涟漪
供给,需要
扫除,翦灭
惊世震俗,惊世骇俗
当面,对面
恫疑虚喝,恫疑虚猲
公则,通则
弄斧班门,班门弄斧
唯利是从,唯利是求
乌云压顶,彤云密布
赦宥,赦免
傍人依户,傍人门户
出险,脱险
责罚,惩处
何以,缘何
官官相为,官官相护
忍无可忍,拍案而起
入梦,入睡
传闻,风闻
引港,领港
视死如生,视死若生
勤学,好学
利息,利钱
早霞,朝霞
假话,谎言
惜墨如金,惜字如金
币重言甘,卑辞重币
朝令夕改,朝三暮四
岂肯,怎能
龙精虎猛,龙马精神
调谢,残落
开放,绽开
投环,投缳
四平八稳,三平二满
定都,建都
抽咽,抽噎
偷空,偷闲
欠债,负债
讲解,诠释
吊水,取水
披沥肝胆,披沥肝膈
不识大体,放饭流歠
野蛮,野蛮
殊涂同致,殊涂同会
否去泰来,否往泰来
足衣足食,足食丰衣
勃然变色,怫然作色
帮狗吃食,帮虎吃食
铸造,锻造
斩将刈旗,斩将搴旗
请帖,请柬
天气,天色
贺喜,道喜
出书,出版
鬼域,黄泉
奇人,怪杰
暮鼓晨钟,金口木舌
典籍,文籍
灼热,闷热
说长话短,说短道长
朝兢夕惕,朝乾夕惕
本固枝荣,本固邦宁
舞蹈,跳舞
医院,病院
天国,天堂
巴巴结结,巴巴急急
阿娇金屋,金屋贮娇
宿愿,素愿
转败为功,转败为成
美好,夸姣
汗马之劳,汗马功劳
财气,财运
客气,客套
不学无术,碌碌无能
气焰,气势
担待,担戴
盗怨主人,盗憎主人
无如之何,无如之奈
随声吠影,吠影吠声
分享,共享
炊事,膳食
保残守缺,陈陈相因
潜龙伏虎,藏龙卧虎
该当,应该
列阵,布阵
镂心刻骨,镂骨铭心
鸣锣开道,鸣锣喝道
酌盈剂虚,酌盈注虚
跻身,踏进
关闭,盖上
混水摸鱼,趁虚而入
事不关己,漠不相关
略胜一筹,略高一筹
违章,违纪
航线,航路
韵文,骈文
外相,皮毛
称孤道寡,称王称霸
削发,落发
望尘不及,望尘靡及
流泪,血泪
并列,并排
文房四士,文房四物
祸国殃民,蠹政害民
发上冲冠,发踊冲冠
警悟,警觉
扼腕叹息,扼腕长叹
自不量力,以螳当车
先自隗始,请自隗始
相近,左近
焊合,焊接
佯输诈败,诈败佯输
九行八业,各行各业
洪水,大水
以权达变,通时达变
轻便,简捷
皈依,皈向
失之交臂,交臂失之
一稔,衣裳
飞舞,航行
剥夺,抢夺
梦笔生花,笔下生辉
习以为常,无独有偶
鬼域,阴世
树高招风,树大招风
吊挂,悬挂
延迟,延伸
友军,盟军
身体,形骸
如痴似醉,如痴如醉
特准,特许
过眼烟云,一场春梦
烟土,鸦片
舌人,译员
反思,反映
跟着,随着
与世长辞,呜乎哀哉
腾飞,起飞
扇枕温被,扇席温枕
低吟,低唱
狗吠之惊,狗吠之警
暗流,暗潮
破除,解除
日增月益,日增月盛
私费,自费
学非所用,用非所学
目不忍见,目不忍视
披麻带孝,拖麻拽布
哗笑,喧笑
披毛求瑕,批毛求疵
止境,终点
惨恻,凄怆
扶持,搀扶
彻首彻尾,彻头彻尾
披露,表露
矫强,矫情
宠任,宠信
反复,来回
恬然,泰然
改曲易调,改弦易调
随心,随性
家书,乡信
纪律,规律
春蚓秋蛇,春蛇秋蚓
万里长征,大大小小
押店,当铺
坐拥书城,坐拥百城
预付,预支
隔壁,近邻
畅旺,兴隆
东挪西撮,东挪西凑
派司,执照
修好,修睦
假道灭虢,假途灭虢
羁绊,牵制
故去,死去
茶肆,茶馆
至极,万分
呆住,愣住
半生不熟,半生半熟
暮年,晚景
毋庸,无须
形孤影只,形孤影寡
庸碌,无为
搬唇弄舌,搬唇递舌
神气,神志
垂纶,垂钓
正气,浩气
提高,进步
唱沙作米,唱筹量沙
压根,根本
幻梦,幻景
担惊受怕,担惊受恐
悭吝,小器
山寨,盗窟
指摘,褒贬
只身,独自
日月无光,月黑风高
困窘,困顿
江翻海搅,江翻海沸
由浅入深,由表及里
星驰电发,星驰电掣
开禁,弛禁
恋酒贪花,恋酒迷花
碰见,遇见
回报,答复
避开,避让
记载,纪录
整顿,整治
酒精,乙醇
言不二价,言无二价
出手,脱手
没有,莫得
囚首垢面,囚首丧面
能言快语,能言快说
英隽,英俊
告发,密告
先斩后奏,先斩后闻
警悟,警醒
被动,被迫
安坐待毙,坐以待毙
午夜,夜半
含英咀华,啜英咀华
与世俯仰,与世沉浮
金玉良言,冷言冷语
石城汤池,金城汤池
刚健,坚硬
展期,缓期
般配,许配
献策,献计
擦脂抹粉,东涂西抹
遇事生风,无事生非
幻术,戏法
总总林林,琳琅满目
奇文瑰句,斐然成章
遏制,扼制
兵器,刀兵
振起,兴起
剿袭,袭取
闲言碎语,闲言闲语
三瓦两舍,三瓦两巷
震恐,震惊
雄风,威风
平地,幽谷
往事,旧事
饥荒,饥馑
散工,短工
委宛,宛转
比及,等到
雀角鼠牙,鼠牙雀角
世及,世袭
招事惹非,招是揽非
挫骨扬灰,食肉寝皮
庞眉皓发,庞眉皓首
心无二用,心无旁骛
攀藤揽葛,攀藤附葛
弹丸之地,置锥之地
担雪填井,担雪填河
惩一戒百,惩一警百
遣言措意,遣辞措意
声息,声气
寒家,舍间
清词丽句,清辞丽句
围剿,剿灭
供认,招认
未尝,未始
事迹,行状
闻所未闻,闻所不闻
跌脚捶胸,跌脚槌胸
权门,豪门
景物,风光
高情远意,高情远韵
显赫,显耀
升沉,起伏
姿色,姿首
鱼沉鸿断,鱼沉雁静
涸鱼得水,涸鲋得水
焦点,中央
没石饮羽,没金饮羽
系念,顾虑
家乡,本乡
丹心,赤忱
心向往之,心弛神往
旷日引久,旷日引月
乳母,养娘
仪容,边幅
落价,削价
怨气冲天,怨气满腹
黄齑淡饭,黄齑白饭
遮天盖地,铺天盖地
鹏程万里,来日方长
憋屈,憋闷
不堪,不胜
临摹,摹仿
丰年,乐岁
挣脱,解脱
舞动,挥舞
璀璨,灿艳
敬老慈幼,敬老慈少
直率,直露
遣将征兵,遣将调兵
打富济贫,杀富济贫
啼饥号寒,嗷嗷待哺
嘴脸,面孔
追忆,追寻
柔情似水,柔情蜜意
指派,派遣
妆奁,嫁妆
召回,调回
衰老,朽迈
迷濛,迷蒙
借水推船,借水行舟
讨债,索债
迎头痛击,浴血奋战
先声夺人,兵贵先声
托病,称疾
晾晒,曝晒
华文,汉文
通信,通讯
宏构,杰作
略逊一筹,稍逊一筹
明扬仄陋,明扬侧陋
见景生情,触景伤心
奇迹,事业
万绪千端,千绪万端
不得好死,不得善终
惊心吊胆,惊心悼胆
随寓而安,随寓随安
东山高卧,高卧东山
发放,散发
佳肴,好菜
不战而胜,兵不血刃
乖僻,怪僻
沐雨栉风,风栉雨沐
立室,匹配
整年,终年
影相,照相
苍髯如戟,须髯如戟
讨情,说情
形单影只,形孤影寡
不上不下,不上不落
亲操井臼,井臼亲操
小批,小量
两虎相斗,两虎相争
柳绿桃红,桃红柳绿
泥坑,泥塘
划算,合算
七零八落,星落云散
清澄,澄澈
历本,黄历
木人石心,木石心肠
华亭鹤唳,鹤唳华亭
说黑道白,说黄道黑
秣马厉兵,谷马砺兵
隐痛,苦衷
见精识精,见经识经
坐享其成,坐享其功
作伐,执柯
龙盘凤逸,龙蟠凤逸
数目,数量
陡壁,峭壁
实用,适用
搅散,搞乱
活路,生路
嚎叫,嗥叫
攻其无备,攻其无备
有情,多情
遗编断简,遗编绝简
体贴,关爱
长久,漫长
乌合之众,蜂营蚁队
比喻,比方
形体,形骸
伏法,伏诛
迫害,毒害
凋敝,萧瑟
作对,作梗
戴圆履方,戴天履地
矢无虚发,弦无虚发
水落归槽,水落归漕
干戈,兵戈
以强凌弱,以弱胜强
会心,会意
山公,猴子
深根固本,深根固蒂
宅眷,家属
嘉赞,赞许
做作,别扭
土洋并举,土洋结合
杞人之忧,杞国忧天
截长补短,移东补西
迩来,近来
供水,给水
付梓,排印
一文不值,半文不值
以莛叩钟,以莛撞钟
路过,途经
蒙蒙细雨,牛毛细雨
三山五岳,四山五岳
丰足,雄厚
互市,通商
无妄之灾,池鱼之殃
半身不摄,半身不遂
要冲,要路
冷僻,荒僻
天寒地冻,千里冰封
连枝分叶,连枝同气
讲话,语言
轰然,隆然
轻徭薄赋,轻赋薄敛
强劲,刚劲
蔽聪塞明,不闻不问
急转直下,扶摇直上
首创,创举
夭厉,瘟疫
必经之路,必由之路
神奸巨猾,神奸巨蠹
秋高气爽,天高气清
饶舌,多言
车殆马烦,车烦马毙
垂纶,钓鱼
修心养性,澡身浴德
露台,晒台
硕大,丰硕
混俗和光,浑俗和光
何必,何苦
逃债,避债
姐姐,老姐
一头雾水,糊里糊涂
形单影只,孤身只影
疼痛,痛楚
喜从天降,无妄之福
强化,深化
辱国殃民,辱国殄民
改恶为善,改恶行善
为好成歉,要好成歉
数白论黄,论黄数白
至理名言,良药苦口
调三惑四,调三斡四
无时无刻,每时每刻
杂务,琐务
大功毕成,大功告成
佛门,空门
俟机,伺机
刺探,打探
然糠照薪,闻鸡起舞
阴事,阴私
家反宅乱,家翻宅乱
小说,演义
骑驴找驴,骑马找马
适应,顺应
多此一举,冠上加冠
发上冲冠,发上指冠
丧胆,无畏
募集,召募
追本溯源,追根穷源
不消,不用
衡量,量度
半数,折半
接见,会晤
粮食,食粮
空屋,空房
自愿,自发
夏天,炎天
食不充口,食不餬口
合唱,齐唱
枯木发荣,枯树开花
百战不殆,不败之地
适才,方才
一介不取,一介不苟
百废待举,百废待兴
心性,心肠
不拘一格,不名一格
收容,收留
甄别,鉴别
付之一笑,付诸一笑
调子,曲调
哄传,盛传
短命,夭殇
餬口,谋生
不辞而别,逃之夭夭
有劲,有力
龙跳虎伏,龙跳虎卧
团鱼,甲鱼
囚禁,幽禁
天使,天神
口传,口授
实习,演习
不啻,不止
抵死漫生,抵死谩生
自卑,自惭
夙怨,宿恨
跺脚,顿脚
瘦语,暗语
谩天昧地,瞒天过海
众川赴海,众流归海
大捷,大胜
杜门晦迹,杜门绝迹
奇观,异景
庐山真面,庐山面目
间隙,缝隙
柔柔,轻柔
骄傲,骄贵
不能,不行
判词,判语
法衣,袈裟
沉吟,深思
束缊请火,束缊举火
头破血流,头破血淋
天然,自然
遵养时晦,遵时养晦
丛林,森林
受宠若惊,闻宠若惊
幽微,隐微
垂怜,怜爱
存思,存神
呵叱,责问
依时,守时
左支右吾,左枝右梧
市场,商场
颐养,保养
词藻,词采
清苦,清贫
鲜车健马,鲜车怒马
琴心剑胆,文武双全
福气,福分
俯仰随人,俯仰由人
名目,项目
乌龟,王八
视险如夷,视险若夷
道乏,道劳
一槌定音,一锤定音
守节,守志
贵远贱近,贵远鄙近
俟机,伺隙
露纂雪钞,露纂雪钞
夸父追日,夸父逐日
三灾八难,三灾六难
充数,凑数
入室操戈,以子之矛
守正不挠,守正不阿
恶魔,魔鬼
稀稀落落,零零星星
上行下效,盂方水方
子民,平民
刀刀见血,单刀直入
恋爱,爱情
艳装,盛饰
丧师辱国,辱国丧师
笔下超生,笔底超生
预订,预订
鼠肝虫臂,鼠臂虮肝
全豹,通盘
吩咐,移交
大宗,巨额
不拘细行,不衫不履
避而不谈,存而不论
例如,举例
钓名沽誉,钓誉沽名
枕戈待命,枕戈待敌
犒赏,赏赐
及早,赶早
爱抚,扶摩
告讦,告密
从头,重新
十日,旬日
愤世疾俗,愤时疾俗
旷课,缺课
太阿倒持,反客为主
保镖,警卫
狐假虎威,谄上骄下
陶鸡瓦犬,土鸡瓦犬
袭冶承弓,父析子荷
浩叹,长吁
大声,高声
幸不辱命,不辱使命
爷羹娘饭,爷饭娘羹
景色,景观
及格,合格
出丧,出殡
叩门,敲门
工巧,工细
晓示,晓谕
唾壶击碎,唾壶击缺
清客,篾片
殚思极虑,殚智竭力
兰艾俱焚,兰艾同焚
转弯磨角,转弯抹角
徒托空言,徒陈空文
奋不顾身,万死不辞
攻无不克,锐不可挡
杀人,灭口
少不更事,少不经事
软玉温香,软香温玉
暴减,锐减
驰名中外,扬名四海
浇瓜之惠,灌瓜之义
无休无止,没完没了
斜阳,落日
匹马单枪,单人独马
大亨,财主
文案,案牍
故园,故居
益友,良朋
东飘西泊,东飘西荡
生产,出产
殊荣,盛誉
遗编坠简,遗编绝简
雅人深致,雅人清致
堤溃蚁孔,堤溃蚁穴
鬼出电入,千变万化
圆顶方趾,圆颅方趾
累赘,拖累
有效,有用
省察,省检
耐人寻味,耐人咀嚼
叙旧,话旧
嫁狗随狗,嫁鸡逐鸡
更弦改辙,更弦易辙
辛福,甜蜜
男尊女卑,重男轻女
呼喝,怒斥
亢极之悔,亢龙有悔
挹盈注虚,挹彼注此
获胜,告捷
倒运,晦气
成景,澄净
怄气,生气
诗朋酒侣,诗朋酒友
停步,留步
履霜坚冰,履霜知冰
停步,止步
运载,运输
山崩钟应,铜山西崩
纪年,编年
照映,衬映
笨口拙舌,拙口钝腮
挨肩迭背,挨肩擦膀
透澈,透辟
触景伤怀,触景伤情
借酒浇愁,借酒消愁
捧腹大笑,哈哈大笑
纡佩金紫,纡青佩紫
戳破,刺破
黄耳传书,黄耳寄书
土匪,匪贼
假公济私,损公肥私
可笑,好笑
惺忪,慵懒
才疏意广,才高意广
拔帜易帜,取而代之
遁藏,躲藏
朗朗上口,字正腔圆
却之不恭,受之有愧
拆散,散开
飞奔,飞驰
船员,舵手
文华,文采
积玉堆金,肥马轻裘
歪曲,误解
鱼升龙门,鱼跃龙门
摆脱,脱节
考证,考据
决死,殊死
哇噻,哇塞
买卖,买卖
没齿难忘,念兹在兹
置办,购置
养息,休养
一言中的,言中事隐
偷偷,暗暗
费事,费劲
走石飞沙,飞砂转石
磨蹭,磨叽
漫谈,座谈
导引,诱掖
响遏行云,高遏行云
谢世,在世
蚍蜉撼树,撼树蚍蜉
仕途,宦途
仪式,庆典
奋袂而起,投袂而起
有始有终,有始有卒
坍塌,坍弛
曲解,误解
愚顽,顽劣
巢林一枝,偃鼠饮河
笨重,重荷
蒲扇,葵扇
清洁,干净
心里,心坎
献可替否,献替可否
循环,轮回
休会,散会
提取,提炼
八音遏密,遏密八音
晕头转向,蒙头转向
刑场,法场
明光烁亮,明光铮亮
省会,省垣
醇厚,甘醇
一哄而上,一哄而起
呼天唤地,吁天呼地
改口沓舌,云集响应
猝不及防,骤不及防
原意,本旨
抵制,抵当
旷地,空地
敛色屏气,敛声屏气
祭奠,祭祀
避难,遁迹
屠龙之伎,屠龙之技
用钱,费钱
黄雀伺蝉,黄雀在后
严容,正色
山盟海誓,誓海盟山
刻木为鹄,刻鹄类鹜
下情上达,政通人和
死战,苦战
家传,祖传
夹击,夹攻
严惩,重办
后生,青年
止于至善,至善至美
伙计,伴计
古往今来,古今中外
拔除,铲除
地契,方单
鱼烂取亡,鱼烂而亡
寒家,舍下
鼓劲,鼓励
伸开,张开
披发左衽,披发文身
倍道兼进,倍道兼行
依法,照章
拍手,鼓掌
写照,写真
涎眉邓眼,涎脸饧眼
滑头,狡黠
三亲四眷,三亲六眷
品味,咀嚼
铿金戛玉,铿金霏玉
谢忱,谢意
教材,课本
乳牙,乳齿
阿意取容,阿世取容
严明,严正
涵养,修养
潦草,粗率
保密,守秘
伏击,袭击
吹毛索疵,吹毛索垢
同归于尽,两败俱伤
悬壶济世,悬壶问世
平辈,同辈
寻花问柳,寻欢作乐
以白为黑,以黑为白
婉言,讳言
掀天动地,掀天斡地
煞有其事,煞有介事
四肢,手脚
连三并四,连二并三
乐园,乐土
一得之功,一得之见
散伙,解散
敲骨吸髓,捶骨沥髓
奉养,服待
刊登,刊载
人急计生,人急智生
捶胸跌脚,捶胸跌足
报李投桃,投桃报李
一石二鸟,一箭双鵰
福喜,福禧
吞声忍气,逆来顺受
倾销,推销
及早,趁早
刊行,发行
疏浚,疏通
抱恨,含恨
灵榇,灵柩
比目连枝,比翼连枝
神思,心机
童真,童趣
评话,说书
木匠,木工
季父,叔父
追欢作乐,追欢取乐
逐步,逐渐
会诊,诊断
杜渐防微,杜渐防萌
岔路,歧路
食不求饱,食无求饱
燕舞莺歌,燕舞莺啼
途程,行程
诗礼之家,诗礼人家
导致,引致
明天,翌日
换班,转班
这里,这边
减慢,放慢
已经,一经
鹬蚌相危,鹬蚌相争
披红戴花,披红挂彩
佛头加秽,佛头著粪
袒露,裸露
陆地,大陆
潜移默转,潜移默运
嘴脸,脸孔
有权有势,有钱有势
恶名,臭名
宜喜宜嗔,宜嗔宜喜
火树琪花,火烛银花
丢脸,丢丑
后嗣,后裔
燕巢于幕,燕巢飞幕
恻然,戚然
仙境,瑶池
衣租食税,衣食税租
分心,分神
挑升,有意
鼻青眼肿,鼻青脸肿
钓名欺世,盗世欺名
秃头,光头
点金作铁,点金成铁
凉爽,清冷
征引,援引
偏偏,偏巧
财帛,钱财
熏天赫地,盛气临人
小童,幼童
诏书,圣旨
曳尾泥涂,曳尾涂中
算计,推算
风尚,习尚
监主自盗,监守自盗
闭会,散会
殊效,特效
九流三教,三教九流
确凿,可信
国困民艰,民穷财尽
颓垣断壁,残垣断壁
普度众生,普度群生
污泥浊水,残渣余孽
原稿,草稿
瞎扯,乱说
君王,君主
营垒,阵营
自作自受,自取其祸
主笔,编缉
亲上做亲,亲上成亲
赋予,给予
足履实地,脚踏实地
交织,交汇
视同陌路,视若路人
易子析骸,析骸易子
摩登,现代
不稂不莠,不郎不秀
下情上达,上情下达
严拒,挡驾
阵势,时势
露面,出面
有求必应,有问必答
绝笔,遗书
养尊处优,肠肥脑满
河流,河道
救经引足,事与愿违
古人,昔人
龙战玄黄,龙血玄黄
大海捞针,难如登天
竟然,居然
鼓胀,饱胀
为人师表,率马以骥
旷古,太古
孤本,珍本
怀瑾握瑜,高风亮节
接踵,相继
抒怀,抒情
合零为整,化零为整
宋斤鲁削,鲁斤燕削
驴鸣犬吠,驴鸣狗吠
剥肤椎髓,剥肤锥髓
浑身,混身
创痕,伤痕
重规累矩,重规袭矩
重逢,相逢
失踪,失散
后门进狼,顾此失彼
诗庭之训,诗礼之训
光前裕后,光前启后
至诚,陈恳
漂浮,漂流
玩火自焚,自食恶果
条分缕析,分条析理
天真,无邪
义举,善举
顺路,顺道
失窃,失贼
绳锯木断,锲而不舍
要塞,要隘
思索,忖量
徇情枉法,徇私作弊
有生之年,耄耋之年
武断,轻率
嗟来之食,嗟来之食
艳服,盛装
长计远虑,百年大计
披沙拣金,披沙沥金
潜移嘿夺,潜移默夺
惊醒,清醒
一秉大公,一秉至公
密码,暗码
陪侍,随侍
瓮牖绳枢,瓮牖桑枢
十亲九故,沾亲带故
会餐,聚餐
财务,财政
追名逐利,邀名射利
研精究微,研精阐微
兔起凫举,兔起鹘落
祸从口生,言多必失
课堂,讲堂
饭铺,饭店
浩饮,酣饮
不唯,不惟
兵荒马乱,人荒马乱
沦肌浃髓,沦浃肌髓
隐敝,暗藏
计穷势蹙,计穷势迫
绿林大盗,绿林强盗
干豫,干预
外地,外埠
多艺多才,多材多艺
粗劣,粗笨
折辱,挫辱
端详,端量
